id,Question,A,B,C,D
60,QUELLES SONTLES COMPLICATIONS QUE LE DIABÈTE PEUT ENTRAÎNER ?,-Rétinopathie diabétique ;-Néphropathie diabétique ;-Maladies cardiovasculaires ;-Neuropathie diabétique ;-Hypertension artérielle ;-Syndrome coronarien aigu ;,Le diabète peut causer des maux de tête constants et vous faire perdre du poids rapidement.,Le diabète provoque toujours des éruptions cutanées et rend vos cheveux gris prématurément.,Le diabète affaiblit vos os et cause de l'arthrite sévère.
61,Dans quelles circonstances les diabétiques doivent-ils se faire une injection d'insuline ?,Les diabétiques doivent se faire une injection d'insuline seulement s'ils se sentent fatigués ou faibles.,Les diabétiques doivent se faire une injection d'insuline uniquement s'ils ont mangé beaucoup de sucre dans la journée.,"Les diabétiques doivent se faire une injection d'insuline tous les matins à jeun, quelle que soit leur glycémie.","Les diabétiques doivent se faire une injection d'insuline quand leur glycémie est trop élevée. Cela peut être le cas des diabétiques de type 1, qui sont insulino-dépendants,."
62,"Le diabète est-il une maladie que l'on peut vaincre ou, lorsqu'une personne en est atteinte, l'est-elle pour la vie ?",Le diabète est seulement temporaire et disparaît généralement avec l'âge.,Le diabète de type 1 peut être guéri avec des traitements à base de plantes.,Le diabète de type 2 peut être complètement guéri avec un régime alimentaire strict et de l'exercice.,"Le diabète est une maladie chronique qui ne se guérit pas, mais que l’on peut traiter et contrôler . Il existe différents types de diabète, dont le plus fréquent est le diabète de type 2."
63,Quel type de régime spécial une personne atteinte de diabète doit-elle suivre et y a-t-il des aliments qu'elle ne peut pas consommer du tout ?,"Ils doivent manger principalement des protéines maigres et éviter tous les glucides, y compris les fruits et les légumes.","Il faut suivre un régime alimentaire précis et identique pour tous les diabétiques, en éliminant complètement les graisses.","Une personne atteinte de diabète doit suivre une alimentation équilibrée, variée et adaptée à ses besoins. Elle doit privilégier les aliments à index glycémique bas, riches en fibres et en bonnes g...","Un régime sans sucre strict est obligatoire, et ils ne peuvent absolument rien manger qui en contienne, même naturellement."
64,Dans quelles circonstances un régime cétogène constitue-t-il un traitement efficace CHEZ LE diabétique ?,Lorsque le diabétique veut réduire sa dépendance aux médicaments.,Déconseiller pour les diabétiques.,Si le diabétique a du mal à contrôler sa glycémie avec d'autres régimes.,"Quand cela aide à perdre du poids rapidement, ce qui est bon pour le diabète."
65,Quels sont les premiers symptômes du diabète ?,"Les premiers symptômes du diabète peuvent inclure : fatigue, soif intense, envie d'uriner fréquente, perte de poids, vision trouble, cicatrisation lente et infections récurrentes   .",Des étourdissements et des nausées après les repas.,"De la fièvre et des frissons, comme lors d'une grippe.",Des douleurs musculaires et articulaires généralisées.
66,Comment peut-on contracter le diabète si tard dans la vie ? Manger beaucoup de sucreries provoque-t-il le diabète ?,"Manger trop de glucides, pas seulement les sucreries, est la seule cause du diabète.",Le diabète tardif est causé par le stress et le manque de sommeil qui épuisent le corps.,"On peut contracter le diabète si tard dans la vie à cause de plusieurs facteurs, notamment la prédisposition génétique, le mode de vie , certaines maladies  ou des événements fortuits   .  Manger b...","Le diabète tardif arrive simplement avec l'âge, c'est une partie normale du vieillissement."
67,"Outre les bonbons et autres aliments riches en sucre, quels sont les aliments que les diabétiques doivent éviter ?","Outre les bonbons et autres aliments riches en sucre, les diabétiques doivent éviter les aliments à index glycémique élevé, comme le pain blanc, le riz blanc, les pâtes blanches, les céréales raffi...","Les aliments sans sucre ajouté, car ils contiennent des édulcorants artificiels dangereux.","Les légumes verts à feuilles, car ils sont très sucrés.","L'eau, car elle dilue l'insuline dans le sang."
68,Sur quelle partie du corps les diabétiques s'injectent-ils de l'insuline ?,"Les diabétiques s'injectent de l'insuline sous la peau, à l'aide d'un stylo, d'une seringue ou d'une pompe à insuline. Ils peuvent varier les points d'injection entre différentes régions du corps, ...",L'insuline est un médicament qui s'applique sur la peau comme une crème.,L'insuline se prend par la bouche car c'est moins douloureux qu'une injection.,Les diabétiques s'injectent de l'insuline directement dans leurs veines pour qu'elle agisse plus vite.
69,Le cholestérol joue-t-il un rôle dans le diagnostic du diabète ?,"Le cholestérol joue un rôle dans le diagnostic du diabète car il est un facteur de risque cardiovasculaire qui peut aggraver les complications du diabète. Le cholestérol LDL, aussi appelé mauvais c...","Le taux de cholestérol élevé signifie que le corps produit trop d'insuline, ce qui est un signe de diabète.","Le cholestérol est le principal responsable du diabète, donc son taux élevé confirme le diagnostic.","Le cholestérol n'a aucun lien avec le diabète, ce sont deux maladies complètement différentes."
70,"Qu'est-ce qui, dans l'obésité, rend plus vulnérable au diabète de type 2 ? ","L'excès de poids force le pancréas à produire trop de sucre, ce qui cause le diabète.","L'obésité ralentit la circulation sanguine, ce qui empêche le corps de bien utiliser le sucre.","Les cellules graisseuses absorbent tout le sucre, et il n'en reste pas assez pour le corps, provoquant le diabète.","L'obésité, surtout abdominale, augmente le risque de diabète de type 2 car elle entraîne une résistance à l'insuline, c'est-à-dire une diminution de l'efficacité de l'hormone qui régule le taux de ..."
71,Dans quelle mesure devrez-vous modifier votre mode de vie pour faire face au diabète ?,"Pour faire face au diabète, il faut modifier son mode de vie en adoptant une alimentation saine et équilibrée, en pratiquant une activité physique régulière, en arrêtant de fumer si on est fumeur e...","On peut continuer à manger et boire ce qu'on veut, tant qu'on prend ses médicaments.",Le seul changement nécessaire est de prendre des injections d'insuline chaque jour.,Le diabète n'est pas une maladie grave et ne nécessite pas de changements importants dans le mode de vie.
72,Un changement de régime alimentaire peut-il empêcher l'apparition du diabète chez une personne génétiquement prédisposée à le contracter ?,"Le diabète ne peut être prévenu que par des médicaments, pas par un changement de régime alimentaire.","Oui, si l'on supprime tout le sucre de son alimentation, le diabète ne se développera pas.","Non, la génétique est le seul facteur déterminant et le régime alimentaire n'a aucune influence.","Un changement de régime alimentaire peut réduire le risque de diabète chez une personne génétiquement prédisposée à le contracter, mais pas forcément l'empêcher . Il n'existe pas de régime anti-dia..."
73,Quel rôle joue l'augmentation de la masse grasse dans l'augmentation du risque de diabète ?,"L'augmentation de la masse grasse, surtout dans la région abdominale, entraîne une insulinorésistance, c'est-à-dire une diminution de l'effet de l'insuline sur les cellules. L'insuline est l'hormon...","Avoir plus de graisse rend le corps moins efficace pour brûler les calories, ce qui force le pancréas à produire trop d'insuline et l'épuise.","La graisse bloque la circulation sanguine, ce qui empêche le sucre d'atteindre les muscles pour être utilisé et le fait s'accumuler dans le sang.","L'augmentation de la masse grasse ralentit la digestion, ce qui fait que le sucre reste plus longtemps dans le sang et augmente le risque de diabète."
74,Quel est le poids moyen d'une personne chez qui on a diagnostiqué un diabète de type 2 ?,"Les personnes atteintes de diabète de type 2 sont toujours en surpoids ou obèses, donc leur poids moyen est très élevé.","Les personnes atteintes de diabète de type 2 sont souvent maigres, car leur corps ne peut pas stocker les graisses correctement, donc leur poids moyen est bas.","Le poids moyen d'une personne chez qui on a diagnostiqué un diabète de type 2 n'est pas facile à déterminer car il dépend de nombreux facteurs comme l'âge, le sexe, la taille, l'activité physique, ...","Le poids moyen est difficile à déterminer, mais il est probablement similaire à celui de la population générale."
75,Quels types d'aliments les personnes atteintes de diabète de type 2 doivent-elles éviter ?,"Les personnes atteintes de diabète de type 2 doivent éviter de manger des protéines comme la viande et les œufs, car cela peut affecter leur glycémie.","Les personnes atteintes de diabète de type 2 doivent éviter les aliments riches en sucres ajoutés, en acides gras saturés et en farine blanche . Ces aliments augmentent la glycémie et le risque de ...","Les personnes atteintes de diabète de type 2 doivent éviter de manger des légumes féculents comme les pommes de terre, car ils sont mauvais pour la glycémie.",Les personnes atteintes de diabète de type 2 doivent éviter tous les fruits car ils contiennent beaucoup de sucre naturel.
76,Quelles sont les mesures préventives à prendre si votre famille est connue pour être atteinte de diabète ?,"Les mesures préventives à prendre si votre famille est connue pour être atteinte de diabète sont :  - Avoir une alimentation saine et équilibrée, riche en fibres et pauvre en graisses saturées  . -...",Se faire vacciner contre le diabète permet d'éviter complètement la maladie.,Boire des sodas sans sucre au lieu des sodas normaux suffit à prévenir le diabète.,Manger beaucoup de fruits et légumes sans se soucier du reste de l'alimentation protège du diabète.
77,"Si je contracte le diabète, est-il vrai que je peux le combattre par un excellent régime alimentaire au lieu de prendre des médicaments ?","Le diabète est une maladie chronique qui se caractérise par un excès de sucre dans le sang . Il existe deux types principaux de diabète : le type 1, qui nécessite des injections d'insuline pour rég...",Un bon régime alimentaire peut remplacer l'insuline pour le diabète de type 1.,Seuls les glucides sont importants à contrôler dans l'alimentation pour gérer le diabète.,"Oui, un régime alimentaire strict peut guérir complètement le diabète, rendant les médicaments inutiles."
78,"Une intervention chirurgicale peut-elle être pratiquée pour ""réparer"" la cause du diabète ?","Non, le diabète est causé par le sucre et la chirurgie ne peut pas changer ça.","Oui, on peut enlever la partie du pancréas qui ne marche pas bien pour guérir le diabète.","Oui, on peut opérer le foie car c'est lui qui contrôle le sucre dans le sang.","Une intervention chirurgicale peut être pratiquée pour ""réparer"" la cause du diabète dans certains cas, mais pas dans tous. Le diabète est une maladie qui se caractérise par un taux de sucre  trop ..."
79,Existe-t-il un symptôme ou un groupe de symptômes qu'une personne peut ressentir très tôt et qui annonce l'apparition d'un diabète ?,"Non, le diabète n'a aucun symptôme au début, on le découvre toujours par hasard lors d'un examen de routine.","Oui, un goût métallique persistant dans la bouche est un signe sûr de l'apparition du diabète.","Oui, le seul signe précoce du diabète est une sensation de froid intense et des tremblements inexplicables.","Il existe plusieurs symptômes qui peuvent indiquer un diabète, tels que la fatigue, la soif intense, le besoin d'uriner plus souvent, la perte de poids involontaire, la vision floue ou les infectio..."
80,"Comment l'entretien quotidien, les contrôles sanguins et l'administration de médicaments ont-ils changé au cours des dix dernières années pour les diabétiques ?",Les diabétiques n'ont plus besoin de vérifier leur glycémie aussi souvent grâce à de nouveaux médicaments.,"Les médicaments pour le diabète sont maintenant tous sous forme de pilules, donc les injections ne sont plus nécessaires.",Les diabétiques peuvent maintenant manger tout ce qu'ils veulent tant qu'ils prennent leurs médicaments.,"L'entretien quotidien, les contrôles sanguins et l'administration de médicaments ont changé au cours des dix dernières années pour les diabétiques grâce aux progrès technologiques et aux nouvelles ..."
81,Quelle est l'espérance de vie d'une personne atteinte de diabète de type 2 ?,"L'espérance de vie d'une personne atteinte de diabète de type 2 peut être réduite d'environ 10 ans en moyenne, selon plusieurs rapports  . Cependant, l'espérance de vie peut varier en fonction de l...",Le diabète de type 2 n'a aucun impact significatif sur l'espérance de vie si l'on prend ses médicaments.,Les personnes atteintes de diabète de type 2 vivent généralement la même durée de vie que les autres.,Le diabète de type 2 raccourcit la vie de seulement un ou deux ans au maximum.
82,Ma mère est atteinte d'un diabète de type 2. Cela augmente-t-il mon risque ?,"Non, le diabète de type 2 est une maladie qui n'affecte que les personnes âgées, pas les jeunes.","Oui, mais seulement si vous mangez les mêmes choses que votre mère.","Oui, le diabète de type 2 a un facteur familial important. Si l'un de vos parents est atteint de cette maladie, vous avez environ 40 % de risque de la développer aussi.","Non, le diabète est causé par un mauvais régime alimentaire, pas par la génétique."
83,Le diabète peut-il affecter l'humeur d'une personne ? Quels sont les premiers symptômes du diabète ?,"Oui, le diabète rend toujours les gens tristes et les premiers symptômes sont la faim constante.","Non, le diabète n'affecte pas l'humeur, c'est une maladie purement physique liée au sucre.","Le diabète affecte l'humeur, mais les premiers symptômes sont seulement la soif et la fatigue.","Le diabète peut affecter l'humeur d'une personne de plusieurs façons. Selon les sources  , le diabète peut provoquer des sautes d'humeur si la glycémie est basse ou élevée, ce qui peut rendre la pe..."
84,"Le diabète de type II peut-il être inversé ou guéri, par exemple en modifiant son régime alimentaire et en devenant plus sain ?","Non, une fois que vous avez le diabète de type 2, il n'y a absolument rien que vous puissiez faire pour améliorer votre état.","Oui, il suffit de suivre un régime strict pendant quelques mois pour s'en débarrasser définitivement.",Le diabète de type 2 est une maladie chronique qui affecte le métabolisme du glucose. Il ne peut pas  être inversé ou mis en rémission ou etre guéri définitivement mais il faut le controler par les...,"Oui, si vous arrêtez de manger du sucre complètement, votre pancréas fonctionnera à nouveau normalement."
85,De nouveaux médicaments pour traiter le diabète ont-ils été approuvés ces dernières années ?,"Oui, de nouveaux médicaments pour traiter le diabète ont été approuvés ces dernières années. Parmi eux, on peut citer :  - Le tirzépatide, un médicament qui imite deux hormones naturelles libérant ...","Oui, mais uniquement pour le diabète de type 1, les traitements pour le type 2 sont les mêmes qu'avant.","Oui, mais ce sont surtout des remèdes naturels ou des compléments alimentaires qui ont été approuvés, pas de vrais médicaments.","Non, les traitements du diabète n'ont pas beaucoup changé depuis des années, on utilise toujours l'insuline et des comprimés anciens."
86,"Je sais que l'exercice physique peut être bénéfique pour le diabète, mais existe-t-il des exercices spécifiques qui donnent de meilleurs rés ultats ?",Il suffit de faire des mouvements légers avec les bras et les jambes pendant quelques minutes chaque jour.,L'exercice physique n'est bénéfique pour le diabète que si vous perdez beaucoup de poids rapidement.,L'exercice physique est bénéfique pour le diabète car il permet de faire baisser la glycémie et de réduire le risque de complications cardiovasculaires. Il est recommandé de pratiquer chaque jour 3...,Seul un exercice très intense comme le marathon peut vraiment aider à contrôler le diabète.
87,Un régime pauvre en glucides peut-il inverser le cours du diabète de type 2 ?,"Oui, un régime pauvre en glucides inverse le diabète de type 2 très rapidement, généralement en quelques jours, et les personnes peuvent ensuite reprendre une alimentation normale sans risque.","Selon certaines études, un régime pauvre en glucides peut aider à réduire la glycémie et à améliorer la fonction rénale chez les personnes atteintes de diabète . Toutefois, ce régime n'est pas effi...","Oui, un régime pauvre en glucides guérit définitivement le diabète de type 2 en éliminant complètement le besoin d'insuline et de médicaments.","Non, un régime pauvre en glucides n'a aucun impact sur le diabète de type 2, car le problème est lié à l'incapacité du corps à produire de l'insuline, pas à la consommation de glucides."
88,Le prédiabète se transforme-t-il toujours en diabète ?,"Oui, une fois que vous avez le prédiabète, il n'y a rien que vous puissiez faire pour l'arrêter.","Oui, le prédiabète est juste un autre nom pour le diabète au début.","Non, le prédiabète est juste un problème temporaire qui disparaît tout seul.","Non, le prédiabète ne se transforme pas toujours en diabète. Le prédiabète est une situation où la glycémie est supérieure à la normale avec un debut de resistance a l’insuline mais pas assez pour ..."
89,Le diabète de type 2 est-il héréditaire ou lié au régime alimentaire?,Le diabète de type 2 est uniquement lié à un manque d'insuline et n'a rien à voir avec le poids.,"Le diabète de type 2 est une maladie que l'on attrape seulement en mangeant trop de sucre, comme un virus.",Le diabète de type 2 est une maladie qui touche uniquement les personnes âgées et est inévitable.,"Le diabète de type 2 est une maladie qui se caractérise par un excès durable de glucose dans le sang . Il est principalement lié au mode de vie, notamment à une alimentation déséquilibrée, un manqu..."
90,Le diabète est-il une maladie génétique qui rend certaines personnes plus susceptibles de le contracter ?,"Oui, le diabète est entièrement déterminé par vos gènes et vous ne pouvez rien faire pour le prévenir.","Le diabète n'est pas une maladie génétique dans la plupart des cas, mais il peut y avoir une prédisposition génétique à le développer . Le diabète de type 1 est une maladie auto-immune qui peut êtr...","Non, le diabète est uniquement causé par la consommation excessive de sucre, peu importe vos antécédents familiaux.",Le diabète est une infection virale que l'on attrape en étant en contact avec une personne malade.
91,Que peut-on faire pour prévenir le diabète et les mesures préventives sont-elles efficaces ?,"Pour prévenir le diabète de type 2, il est recommandé d'adopter un mode de vie sain, qui comprend une alimentation équilibrée, une activité physique régulière, un poids normal et l'arrêt du tabac e...",Prendre des suppléments vitaminiques spécifiques peut prévenir le diabète.,Manger beaucoup de sucre pendant l'enfance protège contre le diabète à l'âge adulte.,Le diabète est héréditaire et ne peut pas être prévenu par des changements de mode de vie.
92,Comment le traitement du diabète a-t-il progressé ces dernières année s ?,"Le diabète se soigne maintenant complètement grâce à de nouvelles pilules, on n'a plus besoin d'insuline.","On a trouvé un vaccin qui empêche le diabète d'apparaître, on n'a plus à s'en soucier.","Le traitement du diabète a progressé ces dernières années grâce à la découverte de l'insuline en 1921, l'amélioration des méthodes de contrôle de la glycémie, le développement de nouveaux médicamen...",Le diabète n'est plus un problème grave car il existe des chirurgies qui le guérissent facilement.
93,Quelles sont les causes du diabète ?,Manger trop de sucre cause directement le diabète.,Le diabète est uniquement causé par le manque d'exercice.,"Le diabète est une maladie qui se caractérise par un excès de sucre dans le sang . Il existe plusieurs types de diabète, qui ont des causes différentes :  - Le diabète de type 1 est dû à une destru...",Le diabète est causé par un virus attrapé dans l'enfance.
94,Que faut-il faire pour guérir le diabète ?,Le diabète disparaît naturellement avec l'âge ou après une phase de jeûne prolongé.,Il existe des remèdes naturels à base de plantes qui peuvent guérir le diabète de façon permanente.,Une injection quotidienne d'insuline suffit à guérir complètement le diabète.,"Il n'existe pas de traitement définitif pour guérir le diabète de type 2, mais il est possible d'obtenir un contorle de la maladie en améliorant son mode de vie. Pour cela, il faut perdre du poids ..."
95,comment se manifeste-t-elle ? uach la gangrene ? ktba f question ,"Par exemple, si vous voulez savoir comment se manifeste la gangrène, je peux vous dire que les symptômes les plus souvent associés à la gangrène sont : une raideur et un gonflement visible au nivea...",It makes your skin turn yellow like jaundice.,It's just a bad smell in your foot that goes away with washing.,It's when your leg feels numb and tingly for a little while.
96,Une greffe de pancréas peut-elle guérir le diabète ?,"Une greffe de pancréas peut guérir le diabète, mais uniquement si la personne suit un régime très strict pour le reste de sa vie.","Oui, une greffe de pancréas est une chirurgie simple qui guérit tous les types de diabète et n'a pas de risques.","Non, une greffe de pancréas ne fait que ralentir la progression du diabète, elle ne le guérit jamais.","Selon les résultats de recherche , une greffe de pancréas peut guérir le diabète de type 1, c'est le seul traitement capable de le faire. Cependant, cette greffe est réservée aux cas de diabète ins..."
97,Quel sera votre régime alimentaire en cas de diabète ?,"Buvez uniquement des boissons ""diététiques"" car elles ne contiennent pas de sucre.",Éliminez complètement tous les glucides de votre alimentation pour contrôler la glycémie.,Mangez uniquement des fruits car le sucre naturel est meilleur pour votre corps.,"- Il faut prendre trois repas équilibrés par jour et, au besoin, des collations. - Il faut varier les aliments provenant des différents groupes alimentaires : légumes et fruits, féculents, lait et ..."
98,Vous arrive-t-il de ne plus avoir à vous piquer le doigt pour mesurer votre glycémie ?,"Oui, si on a un régime alimentaire très strict.","Oui, c'est possible si on mange très peu de sucre.","Oui, si le diabète est contrôlé par des médicaments.","Certaines personnes diabétiques n'ont plus besoin de se piquer le doigt pour mesurer leur glycémie, car elles utilisent des dispositifs innovants qui mesurent le taux de sucre dans le sang de maniè..."
99,Quel est l'aspect le plus pénible du diabète ?,Le diabète peut être guéri en prenant des vitamines ou des remèdes naturels.,Manger beaucoup de sucre de temps en temps n'a pas d'impact sur le diabète si on prend des médicaments.,Le diabète est seulement un problème pour les personnes âgées et ne touche pas les jeunes.,"Le diabète nécessite un traitement à vie, qui repose sur une alimentation saine, une activité physique régulière, des médicaments et un suivi médical. Les symptômes du diabète peuvent être variés e..."
100,Comment le diabète affecte-t-il la vie quotidienne et les activités d'une personne ?,Le diabète rend les gens si fatigués qu'ils ne peuvent plus jamais faire de sport ou sortir.,"Le diabète affecte la vie quotidienne et les activités d'une personne en lui imposant de surveiller sa glycémie, de suivre un régime alimentaire adapté, de faire de l'exercice physique régulièremen...","Le diabète n'affecte que ce que vous mangez, vous pouvez vivre normalement tant que vous évitez le sucre.",Le diabète est une maladie qui disparaît si vous perdez suffisamment de poids.
101,"Avec l'âge, le diabète devient-il plus gênant et plus difficile à traiter ?","Le diabète est une maladie chronique qui affecte les organes nobles. Avec l'âge, le diabète peut devenir plus gênant et plus difficile à traiter car il augmente le risque de complications cardiovas...","Oui, mais seulement parce que les tests de glycémie deviennent moins précis en vieillissant.","L'âge n'a pas d'impact sur le traitement du diabète, c'est la gravité initiale qui compte.","Non, le corps devient plus résistant avec l'âge et gère mieux le diabète."
102,"Je comprends que deux valeurs de jeûne supérieures à 1,26g/dL déclenchent un diagnostic de diabète II, mais un médecin mettra-t-il automatiquement un patient sous traitement à ce stade, ou lui laissera-t-il encore une chance de faire baisser ces taux par un régime alimentaire et/ou de l'exercice physique ?",Le médecin demandera toujours d'abord au patient de faire un régime et de l'exercice pendant plusieurs mois avant de penser aux médicaments.,Le médecin peut décider de prescrire un traitement médicamenteux dès le diagnostic ou après une période d'essai des mesures hygiéno-diététiques. L'objectif est de prévenir les complications du diab...,"À ce stade, le patient n'a pas encore de diabète, c'est juste un pré-diabète, donc aucun traitement n'est nécessaire.","Le médecin commencera toujours immédiatement un traitement médicamenteux très fort pour éviter les complications, car le diabète est très dangereux."
103,J'ai lu que le diabète de type II peut parfois être inversé par un changement substantiel du régime alimentaire et des habitudes en matière d'exercice physique. Est-ce vrai ?,Seulement si vous prenez des médicaments très chers en même temps.,"Non, une fois que vous avez le diabète, vous l'avez pour toujours et rien ne peut le changer.","C'est un mythe, le régime et l'exercice ne font qu'aider à gérer les symptômes.","Oui, il est possible de réduire ou même d'inverser le diabète de type II par un changement substantiel du régime alimentaire et des habitudes en matière d'exercice physique  . Ces mesures peuvent a..."
104,"Si l'on m'a diagnostiqué un prédiabète, puis-je éviter un diabète complet en adoptant de bonnes habitudes alimentaires et en faisant de l 'exercice ?","Oui, vous pouvez éviter un diabète complet en adoptant de bonnes habitudes alimentaires et en faisant de l'exercice si vous avez un prédiabète. Le prédiabète est un trouble de la glycémie qui peut ...","Non, une fois que vous avez un prédiabète, le diabète complet est inévitable et les changements de mode de vie ne peuvent pas l'arrêter.","Peut-être, mais seulement si vous commencez à prendre des médicaments tout de suite, car l'alimentation et l'exercice seuls ne suffisent pas.","Oui, mais seulement si votre prédiabète est très léger ; si vos taux de sucre sont déjà un peu élevés, il est trop tard pour l'inverser."
105,"Que pouvons-nous faire, en tant que communauté, pour lutter contre le diabète et enrayer sa propagation ?","Le diabète est génétique, donc il n'y a rien que nous puissions faire en tant que communauté pour l'arrêter.","Nous pouvons attendre que les chercheurs trouvent un remède miracle, car la prévention est trop difficile pour tout le monde.","Les personnes atteintes de diabète devraient simplement arrêter de manger du sucre, et le problème sera résolu pour tout le monde.","Pour lutter contre le diabète et enrayer sa propagation, nous pouvons, en tant que communauté :  - Sensibiliser les gens aux facteurs de risque du diabète et aux moyens de prévention - Encourager u..."
106,Quels sont les changements à apporter au mode de vie d'une personne dont le diabète a été récemment diagnostiqué ?,Remplacer tous les repas par des substituts de repas spéciaux pour diabétiques vendus en pharmacie.,"Les changements à apporter au mode de vie d'une personne dont le diabète a été récemment diagnostiqué sont :  - Adopter une alimentation saine et équilibrée, en limitant les sucres et les graisses....","Éviter complètement l'exercice, car cela pourrait faire chuter dangereusement la glycémie.","Manger moins de glucides pour toujours, même les bons glucides comme les fruits et les légumes."
107,Peut-on prévenir le diabète dès le plus jeune âge ?,"Oui, en évitant complètement le sucre sous toutes ses formes dès la naissance.","Le diabète de type 2 est une maladie chronique qui peut être prévenue ou retardée par des choix de vie sains, tels que :   - avoir un poids sain - rester physiquement actif - manger sainement - évi...","Oui, en prenant des vitamines spécifiques dès l'enfance pour renforcer le pancréas.","Non, le diabète est une maladie génétique qui se développe inévitablement si vos parents l'avaient."
108,Quels sont les moyens de savoir si l'on est atteint de diabète ?,Il suffit de vérifier si l'on perd du poids sans essayer pour savoir si l'on est diabétique.,"Pour savoir si l'on est atteint de diabète, il faut consulter un médecin qui prescrira des analyses sanguines pour mesurer le taux de sucre  dans le sang. Le diagnostic de diabète est établi lorsqu...",On peut savoir si l'on a du diabète en regardant si l'on a soif plus souvent ou si l'on mange beaucoup.,Un test urinaire en vente en pharmacie peut confirmer si l'on a du diabète.
109,"Le ""diabète de l'adulte"" existe-t-il vraiment ? Peut-on devenir diabétique en prenant simplement trop de poids ?",Le diabète de l'adulte est le diabète de type 1 qui apparaît plus tard dans la vie.,On ne peut pas devenir diabétique juste en prenant du poids ; il faut aussi manger beaucoup de sucre.,"Non, le diabète de l'adulte est une vieille appellation qui n'est plus utilisée car tous les diabètes sont similaires.","Le diabète de l'adulte est un autre nom pour le diabète de type 2, qui est le plus fréquent et en forte progression dans le monde entier. Il se caractérise par une baisse de sensibilité des cellule..."
110,"Si le diabète de l'adulte est une réalité, peut-on se débarrasser du diabète en perdant du poids, par exemple ?","Oui, perdre beaucoup de poids élimine complètement le diabète et vous n'avez plus besoin de traitement.","Le diabète de l'adulte est causé uniquement par le surpoids, donc en maigrissant, la maladie disparaît.",Perdre du poids signifie que vous pouvez manger ce que vous voulez sans vous soucier de votre glycémie.,"Le diabète de l'adulte, ou diabète de type 2, est une maladie chronique qui se caractérise par une résistance à l'insuline, l'hormone qui régule le taux de sucre dans le sang. L'obésité abdominale,..."
111,Quels sont les premiers symptômes du diabète ?,Des douleurs musculaires intenses et une sensibilité accrue au froid sont des signes précoces du diabète.,Une forte envie de manger des sucreries sans raison est un signe que votre corps gère mal le sucre.,"- Pour le diabète de type 1, les symptômes sont souvent brutaux et comprennent : soif intense, urines fréquentes, perte de poids, fatigue, vision trouble . - Pour le diabète de type 2, les symptôme...",Le premier symptôme visible est une éruption cutanée rouge et squameuse sur les bras et les jambes.
112,Quelle est la mesure la plus importante que l'on puisse prendre pour éviter de devenir diabétique ?,Boire beaucoup d'eau sucrée pour aider le corps à réguler la glycémie.,"Éviter tout contact avec des personnes déjà diabétiques, car c'est une maladie contagieuse.",La mesure la plus importante que l'on puisse prendre pour éviter de devenir diabétique est d'avoir une alimentation saine et une activité physique régulière . Il faut aussi surveiller son poids.,Prendre des vitamines en vente libre tous les jours pour renforcer le pancréas.
113,Une personne diabétique vit-elle moins longtemps qu'une personne non diabétique ?,Le diabète n'a pas d'impact significatif sur l'espérance de vie si l'on fait attention à son alimentation.,Une personne diabétique vit généralement la même durée de vie qu'une personne non diabétique.,"L'espérance de vie des personnes diabétiques est seulement légèrement inférieure, de quelques années au maximum.","En moyenne, une personne diabétique vit 10 ans de moins qu’une personne non diabétique. Cependant, si le diabète est bien traité et contrôlé, il est possible de vivre aussi longtemps qu’un non-diab..."
114,"Les symptômes du diabète de type 2 peuvent-ils être minimisés, ou complètement guéris, en changeant uniquement de mode de vie ?",Seuls les médicaments peuvent réellement traiter le diabète de type 2 ; les changements de mode de vie n'ont pas d'impact significatif.,"Les symptômes du diabète de type 2 peuvent être minimisés, mais pas complètement guéris, en changeant uniquement de mode de vie. Une alimentation saine, une activité physique régulière et un poids ...","Oui, le diabète de type 2 est une maladie bénigne qui disparaît complètement avec un régime et de l'exercice.","Non, le diabète de type 2 nécessite toujours des injections d'insuline, peu importe votre mode de vie."
115,Comment gérer les facteurs de risque génétiques du diabète de type 2 ?,"Il n'y a rien à faire pour les risques génétiques, donc la gestion n'est pas possible.","Les facteurs de risque génétiques du diabète de type 2 sont liés à la présence de certains gènes qui affectent la production ou l'action de l'insuline, l'hormone qui régule le taux de glucose dans ...","Les facteurs génétiques signifient que l'on développera le diabète quoi qu'il arrive, donc les changements de mode de vie sont inutiles.",On peut modifier ses gènes grâce à des régimes alimentaires spécifiques ou des suppléments.
116,Quels sont les changements les plus importants à apporter au mode de vie d'un diabétique de type 2 ?,"Les personnes atteintes de diabète de type 2 doivent éviter tout sucre, y compris les fruits.",Il suffit de prendre des médicaments pour contrôler le diabète de type 2.,"Les changements les plus importants à apporter au mode de vie d'un diabétique de type 2 sont une perte de poids si nécessaire, une activité physique régulière, et une alimentation équilibrée. Ces m...",Seuls les injections d'insuline sont efficaces pour gérer le diabète de type 2.
