id,Question,A,B,C,D
65,Quels sont les premiers symptômes du diabète ?,"Fatigue, soif intense, envie d'uriner fréquente, perte de poids, vision trouble, cicatrisation lente et infections récurrentes peuvent être les premiers symptômes du diabète.","De la fièvre et des frissons, comme lors d'une grippe.",Des douleurs musculaires et articulaires généralisées.,Des étourdissements et des nausées après les repas.
66,Comment peut-on contracter le diabète si tard dans la vie ? Manger beaucoup de sucreries provoque-t-il le diabète ?,"Le diabète tardif est lié à la génétique, au mode de vie ou à des maladies. Manger trop de sucre n'en est pas la cause directe mais favorise la résistance à l'insuline.",Le diabète tardif est causé par le stress et le manque de sommeil qui épuisent le corps.,"Le diabète tardif arrive simplement avec l'âge, c'est une partie normale du vieillissement.","Manger trop de glucides, pas seulement les sucreries, est la seule cause du diabète."
67,"Outre les bonbons et autres aliments riches en sucre, quels sont les aliments que les diabétiques doivent éviter ?","Évitez pain/riz/pâtes blancs, céréales raffinées, fruits au sirop, charcuterie, fromage, beurre, viandes grasses.","Les légumes verts à feuilles, car ils sont très sucrés.","L'eau, car elle dilue l'insuline dans le sang.","Les aliments sans sucre ajouté, car ils contiennent des édulcorants artificiels dangereux."
68,Sur quelle partie du corps les diabétiques s'injectent-ils de l'insuline ?,"Les diabétiques s'injectent l'insuline sous la peau (ventre, cuisses, bras, fesses) avec un stylo, une seringue ou une pompe.",Les diabétiques s'injectent de l'insuline directement dans leurs veines pour qu'elle agisse plus vite.,L'insuline se prend par la bouche car c'est moins douloureux qu'une injection.,L'insuline est un médicament qui s'applique sur la peau comme une crème.
69,Le cholestérol joue-t-il un rôle dans le diagnostic du diabète ?,"Le cholestérol est un facteur de risque cardiovasculaire important dans le diabète, avec des taux cibles spécifiques pour le LDL et le HDL.","Le cholestérol est le principal responsable du diabète, donc son taux élevé confirme le diagnostic.","Le cholestérol n'a aucun lien avec le diabète, ce sont deux maladies complètement différentes.","Le taux de cholestérol élevé signifie que le corps produit trop d'insuline, ce qui est un signe de diabète."
70,"Qu'est-ce qui, dans l'obésité, rend plus vulnérable au diabète de type 2 ? ","L'obésité, surtout abdominale, cause une résistance à l'insuline, rendant le corps moins efficace pour réguler le sucre sanguin et augmentant le risque de diabète de type 2.","L'excès de poids force le pancréas à produire trop de sucre, ce qui cause le diabète.","Les cellules graisseuses absorbent tout le sucre, et il n'en reste pas assez pour le corps, provoquant le diabète.","L'obésité ralentit la circulation sanguine, ce qui empêche le corps de bien utiliser le sucre."
71,Dans quelle mesure devrez-vous modifier votre mode de vie pour faire face au diabète ?,"Adoptez une alimentation saine, faites de l'exercice, arrêtez de fumer/boire, et suivez votre traitement pour gérer le diabète et prévenir les complications.","On peut continuer à manger et boire ce qu'on veut, tant qu'on prend ses médicaments.",Le seul changement nécessaire est de prendre des injections d'insuline chaque jour.,Le diabète n'est pas une maladie grave et ne nécessite pas de changements importants dans le mode de vie.
72,Un changement de régime alimentaire peut-il empêcher l'apparition du diabète chez une personne génétiquement prédisposée à le contracter ?,"Oui, un régime alimentaire sain et l'exercice peuvent réduire le risque de diabète, même avec une prédisposition génétique.","Oui, si l'on supprime tout le sucre de son alimentation, le diabète ne se développera pas.","Non, la génétique est le seul facteur déterminant et le régime alimentaire n'a aucune influence.","Le diabète ne peut être prévenu que par des médicaments, pas par un changement de régime alimentaire."
73,Quel rôle joue l'augmentation de la masse grasse dans l'augmentation du risque de diabète ?,"L'excès de graisse, surtout abdominale, cause l'insulinorésistance, augmentant le glucose sanguin et le risque de diabète.","L'augmentation de la masse grasse ralentit la digestion, ce qui fait que le sucre reste plus longtemps dans le sang et augmente le risque de diabète.","Avoir plus de graisse rend le corps moins efficace pour brûler les calories, ce qui force le pancréas à produire trop d'insuline et l'épuise.","La graisse bloque la circulation sanguine, ce qui empêche le sucre d'atteindre les muscles pour être utilisé et le fait s'accumuler dans le sang."
74,Quel est le poids moyen d'une personne chez qui on a diagnostiqué un diabète de type 2 ?,"Le poids moyen varie, mais l'obésité abdominale est un risque. Perdre 5-10% de poids améliore la glycémie, via alimentation équilibrée et exercice.","Les personnes atteintes de diabète de type 2 sont toujours en surpoids ou obèses, donc leur poids moyen est très élevé.","Le poids moyen est difficile à déterminer, mais il est probablement similaire à celui de la population générale.","Les personnes atteintes de diabète de type 2 sont souvent maigres, car leur corps ne peut pas stocker les graisses correctement, donc leur poids moyen est bas."
75,Quels types d'aliments les personnes atteintes de diabète de type 2 doivent-elles éviter ?,"Évitez sucres ajoutés, gras saturés, et farine blanche pour contrôler glycémie et risques cardiaques.",Les personnes atteintes de diabète de type 2 doivent éviter tous les fruits car ils contiennent beaucoup de sucre naturel.,"Les personnes atteintes de diabète de type 2 doivent éviter de manger des légumes féculents comme les pommes de terre, car ils sont mauvais pour la glycémie.","Les personnes atteintes de diabète de type 2 doivent éviter de manger des protéines comme la viande et les œufs, car cela peut affecter leur glycémie."
76,Quelles sont les mesures préventives à prendre si votre famille est connue pour être atteinte de diabète ?,"Adoptez une alimentation saine, faites de l'exercice, maintenez un poids santé et contrôlez votre glycémie pour prévenir le diabète si vous avez des antécédents familiaux.",Boire des sodas sans sucre au lieu des sodas normaux suffit à prévenir le diabète.,Se faire vacciner contre le diabète permet d'éviter complètement la maladie.,Manger beaucoup de fruits et légumes sans se soucier du reste de l'alimentation protège du diabète.
77,"Si je contracte le diabète, est-il vrai que je peux le combattre par un excellent régime alimentaire au lieu de prendre des médicaments ?","Un régime seul ne suffit pas pour combattre le diabète de type 2; il faut souvent médicaments, exercice et suivi médical.","Oui, un régime alimentaire strict peut guérir complètement le diabète, rendant les médicaments inutiles.",Un bon régime alimentaire peut remplacer l'insuline pour le diabète de type 1.,Seuls les glucides sont importants à contrôler dans l'alimentation pour gérer le diabète.
78,"Une intervention chirurgicale peut-elle être pratiquée pour ""réparer"" la cause du diabète ?","La greffe de cellules pancréatiques peut ""réparer"" la cause du diabète, mais elle est expérimentale et comporte des risques.","Oui, on peut enlever la partie du pancréas qui ne marche pas bien pour guérir le diabète.","Non, le diabète est causé par le sucre et la chirurgie ne peut pas changer ça.","Oui, on peut opérer le foie car c'est lui qui contrôle le sucre dans le sang."
79,Existe-t-il un symptôme ou un groupe de symptômes qu'une personne peut ressentir très tôt et qui annonce l'apparition d'un diabète ?,"Fatigue, soif intense, urines fréquentes, perte de poids, vision floue ou infections peuvent signaler un diabète.","Non, le diabète n'a aucun symptôme au début, on le découvre toujours par hasard lors d'un examen de routine.","Oui, le seul signe précoce du diabète est une sensation de froid intense et des tremblements inexplicables.","Oui, un goût métallique persistant dans la bouche est un signe sûr de l'apparition du diabète."
80,"Comment l'entretien quotidien, les contrôles sanguins et l'administration de médicaments ont-ils changé au cours des dix dernières années pour les diabétiques ?","Les soins du diabète ont évolué avec la technologie (pompes, capteurs) et de nouvelles recommandations pour une meilleure gestion.",Les diabétiques n'ont plus besoin de vérifier leur glycémie aussi souvent grâce à de nouveaux médicaments.,"Les médicaments pour le diabète sont maintenant tous sous forme de pilules, donc les injections ne sont plus nécessaires.",Les diabétiques peuvent maintenant manger tout ce qu'ils veulent tant qu'ils prennent leurs médicaments.
81,Quelle est l'espérance de vie d'une personne atteinte de diabète de type 2 ?,"Le diabète de type 2 peut réduire l'espérance de vie d'environ 10 ans, mais un mode de vie sain et un bon contrôle peuvent l'améliorer.",Le diabète de type 2 n'a aucun impact significatif sur l'espérance de vie si l'on prend ses médicaments.,Les personnes atteintes de diabète de type 2 vivent généralement la même durée de vie que les autres.,Le diabète de type 2 raccourcit la vie de seulement un ou deux ans au maximum.
82,Ma mère est atteinte d'un diabète de type 2. Cela augmente-t-il mon risque ?,"Oui, le diabète de type 2 a un facteur familial important. Le risque est d'environ 40% si un parent est atteint, et 70% si les deux le sont.","Non, le diabète est causé par un mauvais régime alimentaire, pas par la génétique.","Oui, mais seulement si vous mangez les mêmes choses que votre mère.","Non, le diabète de type 2 est une maladie qui n'affecte que les personnes âgées, pas les jeunes."
83,Le diabète peut-il affecter l'humeur d'une personne ? Quels sont les premiers symptômes du diabète ?,"Oui, le diabète affecte l'humeur (irritabilité, anxiété) et les premiers symptômes incluent soif excessive, fatigue et mictions fréquentes.","Non, le diabète n'affecte pas l'humeur, c'est une maladie purement physique liée au sucre.","Le diabète affecte l'humeur, mais les premiers symptômes sont seulement la soif et la fatigue.","Oui, le diabète rend toujours les gens tristes et les premiers symptômes sont la faim constante."
84,"Le diabète de type II peut-il être inversé ou guéri, par exemple en modifiant son régime alimentaire et en devenant plus sain ?","Le diabète de type 2 ne peut être guéri, mais contrôlé par un mode de vie sain (alimentation, exercice) et des médicaments pour éviter les complications.","Oui, il suffit de suivre un régime strict pendant quelques mois pour s'en débarrasser définitivement.","Oui, si vous arrêtez de manger du sucre complètement, votre pancréas fonctionnera à nouveau normalement.","Non, une fois que vous avez le diabète de type 2, il n'y a absolument rien que vous puissiez faire pour améliorer votre état."
85,De nouveaux médicaments pour traiter le diabète ont-ils été approuvés ces dernières années ?,"Oui, de nouveaux médicaments comme le tirzépatide, le PATAS et la linagliptine ont été approuvés, offrant de nouvelles options pour le diabète de type 2.","Non, les traitements du diabète n'ont pas beaucoup changé depuis des années, on utilise toujours l'insuline et des comprimés anciens.","Oui, mais uniquement pour le diabète de type 1, les traitements pour le type 2 sont les mêmes qu'avant.","Oui, mais ce sont surtout des remèdes naturels ou des compléments alimentaires qui ont été approuvés, pas de vrais médicaments."
86,"Je sais que l'exercice physique peut être bénéfique pour le diabète, mais existe-t-il des exercices spécifiques qui donnent de meilleurs rés ultats ?","30 min/jour d'activité modérée à intense (marche, natation, muscu) est bénéfique pour le diabète. Adaptez à votre niveau et traitement.",Il suffit de faire des mouvements légers avec les bras et les jambes pendant quelques minutes chaque jour.,Seul un exercice très intense comme le marathon peut vraiment aider à contrôler le diabète.,L'exercice physique n'est bénéfique pour le diabète que si vous perdez beaucoup de poids rapidement.
87,Un régime pauvre en glucides peut-il inverser le cours du diabète de type 2 ?,"Un régime pauvre en glucides peut aider certains diabétiques à réduire leur glycémie, mais consultez un médecin avant de l'adopter.","Oui, un régime pauvre en glucides guérit définitivement le diabète de type 2 en éliminant complètement le besoin d'insuline et de médicaments.","Non, un régime pauvre en glucides n'a aucun impact sur le diabète de type 2, car le problème est lié à l'incapacité du corps à produire de l'insuline, pas à la consommation de glucides.","Oui, un régime pauvre en glucides inverse le diabète de type 2 très rapidement, généralement en quelques jours, et les personnes peuvent ensuite reprendre une alimentation normale sans risque."
88,Le prédiabète se transforme-t-il toujours en diabète ?,"Non, le prédiabète n'évolue pas toujours en diabète. Un mode de vie sain peut prévenir ou retarder son apparition.","Oui, le prédiabète est juste un autre nom pour le diabète au début.","Oui, une fois que vous avez le prédiabète, il n'y a rien que vous puissiez faire pour l'arrêter.","Non, le prédiabète est juste un problème temporaire qui disparaît tout seul."
89,Le diabète de type 2 est-il héréditaire ou lié au régime alimentaire?,"Le diabète de type 2 est principalement lié au mode de vie (alimentation, activité physique), avec une prédisposition génétique.",Le diabète de type 2 est uniquement lié à un manque d'insuline et n'a rien à voir avec le poids.,"Le diabète de type 2 est une maladie que l'on attrape seulement en mangeant trop de sucre, comme un virus.",Le diabète de type 2 est une maladie qui touche uniquement les personnes âgées et est inévitable.
90,Le diabète est-il une maladie génétique qui rend certaines personnes plus susceptibles de le contracter ?,"Le diabète n'est pas toujours génétique, mais une prédisposition existe, surtout pour le type 1. Le type 2 est lié au mode de vie.","Oui, le diabète est entièrement déterminé par vos gènes et vous ne pouvez rien faire pour le prévenir.","Non, le diabète est uniquement causé par la consommation excessive de sucre, peu importe vos antécédents familiaux.",Le diabète est une infection virale que l'on attrape en étant en contact avec une personne malade.
91,Que peut-on faire pour prévenir le diabète et les mesures préventives sont-elles efficaces ?,"Adopter un mode de vie sain (alimentation, exercice, poids, arrêt tabac/alcool) prévient le diabète de type 2. Le diabète gestationnel se prévient par suivi médical. Le type 1 n'est pas prévenable.",Prendre des suppléments vitaminiques spécifiques peut prévenir le diabète.,Le diabète est héréditaire et ne peut pas être prévenu par des changements de mode de vie.,Manger beaucoup de sucre pendant l'enfance protège contre le diabète à l'âge adulte.
92,Comment le traitement du diabète a-t-il progressé ces dernières année s ?,"Le traitement du diabète a progressé grâce à l'insuline, de meilleurs contrôles de glycémie, de nouveaux médicaments et technologies, mais la maladie reste en augmentation.","Le diabète se soigne maintenant complètement grâce à de nouvelles pilules, on n'a plus besoin d'insuline.","On a trouvé un vaccin qui empêche le diabète d'apparaître, on n'a plus à s'en soucier.",Le diabète n'est plus un problème grave car il existe des chirurgies qui le guérissent facilement.
93,Quelles sont les causes du diabète ?,"Le diabète est un excès de sucre dans le sang. Le type 1 est auto-immun, le type 2 lié au mode de vie, et le gestationnel survient pendant la grossesse.",Manger trop de sucre cause directement le diabète.,Le diabète est causé par un virus attrapé dans l'enfance.,Le diabète est uniquement causé par le manque d'exercice.
94,Que faut-il faire pour guérir le diabète ?,"Le diabète de type 2 ne se guérit pas, mais un mode de vie sain et des traitements peuvent le contrôler.",Une injection quotidienne d'insuline suffit à guérir complètement le diabète.,Le diabète disparaît naturellement avec l'âge ou après une phase de jeûne prolongé.,Il existe des remèdes naturels à base de plantes qui peuvent guérir le diabète de façon permanente.
95,comment se manifeste-t-elle ? uach la gangrene ? ktba f question ,"La gangrène se manifeste par raideur, gonflement, perte de sensibilité, douleur, cloques/ulcères, et peau froide/pâle.",It's just a bad smell in your foot that goes away with washing.,It's when your leg feels numb and tingly for a little while.,It makes your skin turn yellow like jaundice.
96,Une greffe de pancréas peut-elle guérir le diabète ?,"Oui, la greffe de pancréas peut guérir le diabète de type 1, mais elle est réservée aux cas instables ou avec insuffisance rénale terminale.","Oui, une greffe de pancréas est une chirurgie simple qui guérit tous les types de diabète et n'a pas de risques.","Non, une greffe de pancréas ne fait que ralentir la progression du diabète, elle ne le guérit jamais.","Une greffe de pancréas peut guérir le diabète, mais uniquement si la personne suit un régime très strict pour le reste de sa vie."
97,Quel sera votre régime alimentaire en cas de diabète ?,"Mangez équilibré, limitez sucres/gras/sel, privilégiez fibres/poisson/curcuma/huile d'olive, buvez de l'eau.",Mangez uniquement des fruits car le sucre naturel est meilleur pour votre corps.,Éliminez complètement tous les glucides de votre alimentation pour contrôler la glycémie.,"Buvez uniquement des boissons ""diététiques"" car elles ne contiennent pas de sucre."
98,Vous arrive-t-il de ne plus avoir à vous piquer le doigt pour mesurer votre glycémie ?,"Oui, certains diabétiques utilisent des capteurs continus pour mesurer leur glycémie sans piqûre.","Oui, c'est possible si on mange très peu de sucre.","Oui, si le diabète est contrôlé par des médicaments.","Oui, si on a un régime alimentaire très strict."
99,Quel est l'aspect le plus pénible du diabète ?,"Le plus pénible du diabète varie selon la personne, souvent lié aux contraintes de traitement, aux symptômes, ou aux craintes de complications.",Le diabète est seulement un problème pour les personnes âgées et ne touche pas les jeunes.,Manger beaucoup de sucre de temps en temps n'a pas d'impact sur le diabète si on prend des médicaments.,Le diabète peut être guéri en prenant des vitamines ou des remèdes naturels.
100,Comment le diabète affecte-t-il la vie quotidienne et les activités d'une personne ?,"Le diabète impose surveillance glycémie, régime, exercice, et peut causer complications affectant vie quotidienne, travail et relations.",Le diabète rend les gens si fatigués qu'ils ne peuvent plus jamais faire de sport ou sortir.,"Le diabète n'affecte que ce que vous mangez, vous pouvez vivre normalement tant que vous évitez le sucre.",Le diabète est une maladie qui disparaît si vous perdez suffisamment de poids.
101,"Avec l'âge, le diabète devient-il plus gênant et plus difficile à traiter ?","Oui, le diabète peut devenir plus difficile à traiter avec l'âge, augmentant le risque de complications.","Non, le corps devient plus résistant avec l'âge et gère mieux le diabète.","Oui, mais seulement parce que les tests de glycémie deviennent moins précis en vieillissant.","L'âge n'a pas d'impact sur le traitement du diabète, c'est la gravité initiale qui compte."
102,"Je comprends que deux valeurs de jeûne supérieures à 1,26g/dL déclenchent un diagnostic de diabète II, mais un médecin mettra-t-il automatiquement un patient sous traitement à ce stade, ou lui laissera-t-il encore une chance de faire baisser ces taux par un régime alimentaire et/ou de l'exercice physique ?",Le médecin peut traiter le diabète immédiatement ou après un essai de régime/exercice pour prévenir les complications.,"Le médecin commencera toujours immédiatement un traitement médicamenteux très fort pour éviter les complications, car le diabète est très dangereux.",Le médecin demandera toujours d'abord au patient de faire un régime et de l'exercice pendant plusieurs mois avant de penser aux médicaments.,"À ce stade, le patient n'a pas encore de diabète, c'est juste un pré-diabète, donc aucun traitement n'est nécessaire."
103,J'ai lu que le diabète de type II peut parfois être inversé par un changement substantiel du régime alimentaire et des habitudes en matière d'exercice physique. Est-ce vrai ?,"Oui, le diabète de type 2 peut être réduit ou inversé par une alimentation saine et l'exercice, améliorant la sensibilité à l'insuline et la glycémie.","Non, une fois que vous avez le diabète, vous l'avez pour toujours et rien ne peut le changer.",Seulement si vous prenez des médicaments très chers en même temps.,"C'est un mythe, le régime et l'exercice ne font qu'aider à gérer les symptômes."
104,"Si l'on m'a diagnostiqué un prédiabète, puis-je éviter un diabète complet en adoptant de bonnes habitudes alimentaires et en faisant de l 'exercice ?","Oui, vous pouvez éviter le diabète en adoptant de bonnes habitudes alimentaires et en faisant de l'exercice. Le prédiabète est réversible avec des changements de mode de vie.","Non, une fois que vous avez un prédiabète, le diabète complet est inévitable et les changements de mode de vie ne peuvent pas l'arrêter.","Peut-être, mais seulement si vous commencez à prendre des médicaments tout de suite, car l'alimentation et l'exercice seuls ne suffisent pas.","Oui, mais seulement si votre prédiabète est très léger ; si vos taux de sucre sont déjà un peu élevés, il est trop tard pour l'inverser."
105,"Que pouvons-nous faire, en tant que communauté, pour lutter contre le diabète et enrayer sa propagation ?","Sensibiliser, encourager l'activité/alimentation saine, dépister tôt, et soutenir les personnes atteintes pour lutter contre le diabète.","Nous pouvons attendre que les chercheurs trouvent un remède miracle, car la prévention est trop difficile pour tout le monde.","Les personnes atteintes de diabète devraient simplement arrêter de manger du sucre, et le problème sera résolu pour tout le monde.","Le diabète est génétique, donc il n'y a rien que nous puissions faire en tant que communauté pour l'arrêter."
106,Quels sont les changements à apporter au mode de vie d'une personne dont le diabète a été récemment diagnostiqué ?,"Adoptez une alimentation saine, faites de l'exercice, contrôlez votre glycémie et suivez les conseils médicaux pour gérer votre diabète.","Manger moins de glucides pour toujours, même les bons glucides comme les fruits et les légumes.","Éviter complètement l'exercice, car cela pourrait faire chuter dangereusement la glycémie.",Remplacer tous les repas par des substituts de repas spéciaux pour diabétiques vendus en pharmacie.
107,Peut-on prévenir le diabète dès le plus jeune âge ?,"Prévenir le diabète de type 2 dès le plus jeune âge est possible par un mode de vie sain : poids idéal, activité physique, alimentation équilibrée, sans tabac.","Non, le diabète est une maladie génétique qui se développe inévitablement si vos parents l'avaient.","Oui, en évitant complètement le sucre sous toutes ses formes dès la naissance.","Oui, en prenant des vitamines spécifiques dès l'enfance pour renforcer le pancréas."
108,Quels sont les moyens de savoir si l'on est atteint de diabète ?,"Un médecin diagnostique le diabète par analyse sanguine (glycémie à jeun ≥ 1,26 g/l ou 7 mmol/l, 2 fois).",On peut savoir si l'on a du diabète en regardant si l'on a soif plus souvent ou si l'on mange beaucoup.,Il suffit de vérifier si l'on perd du poids sans essayer pour savoir si l'on est diabétique.,Un test urinaire en vente en pharmacie peut confirmer si l'on a du diabète.
109,"Le ""diabète de l'adulte"" existe-t-il vraiment ? Peut-on devenir diabétique en prenant simplement trop de poids ?","Le ""diabète de l'adulte"" est le diabète de type 2, souvent lié au surpoids et au mode de vie, mais pas seulement.","Non, le diabète de l'adulte est une vieille appellation qui n'est plus utilisée car tous les diabètes sont similaires.",On ne peut pas devenir diabétique juste en prenant du poids ; il faut aussi manger beaucoup de sucre.,Le diabète de l'adulte est le diabète de type 1 qui apparaît plus tard dans la vie.
110,"Si le diabète de l'adulte est une réalité, peut-on se débarrasser du diabète en perdant du poids, par exemple ?",Perdre du poids améliore le contrôle du diabète de type 2 mais ne le guérit pas ; un suivi médical et un mode de vie sain restent essentiels.,"Oui, perdre beaucoup de poids élimine complètement le diabète et vous n'avez plus besoin de traitement.",Perdre du poids signifie que vous pouvez manger ce que vous voulez sans vous soucier de votre glycémie.,"Le diabète de l'adulte est causé uniquement par le surpoids, donc en maigrissant, la maladie disparaît."
111,Quels sont les premiers symptômes du diabète ?,"Diabète type 1: soif intense, urines fréquentes, perte de poids. Type 2: souvent discrets, fatigue, soif modérée. Diagnostic par prise de sang.",Des douleurs musculaires intenses et une sensibilité accrue au froid sont des signes précoces du diabète.,Le premier symptôme visible est une éruption cutanée rouge et squameuse sur les bras et les jambes.,Une forte envie de manger des sucreries sans raison est un signe que votre corps gère mal le sucre.
112,Quelle est la mesure la plus importante que l'on puisse prendre pour éviter de devenir diabétique ?,"Adopter une alimentation saine, faire de l'exercice régulièrement et surveiller son poids sont les clés pour prévenir le diabète de type 2.","Éviter tout contact avec des personnes déjà diabétiques, car c'est une maladie contagieuse.",Prendre des vitamines en vente libre tous les jours pour renforcer le pancréas.,Boire beaucoup d'eau sucrée pour aider le corps à réguler la glycémie.
113,Une personne diabétique vit-elle moins longtemps qu'une personne non diabétique ?,"En moyenne, le diabète réduit l'espérance de vie de 10 ans, mais un bon contrôle permet de vivre aussi longtemps qu'un non-diabétique.",Une personne diabétique vit généralement la même durée de vie qu'une personne non diabétique.,"L'espérance de vie des personnes diabétiques est seulement légèrement inférieure, de quelques années au maximum.",Le diabète n'a pas d'impact significatif sur l'espérance de vie si l'on fait attention à son alimentation.
114,"Les symptômes du diabète de type 2 peuvent-ils être minimisés, ou complètement guéris, en changeant uniquement de mode de vie ?","Changer de mode de vie peut minimiser les symptômes du diabète de type 2, mais pas le guérir complètement.","Oui, le diabète de type 2 est une maladie bénigne qui disparaît complètement avec un régime et de l'exercice.","Non, le diabète de type 2 nécessite toujours des injections d'insuline, peu importe votre mode de vie.",Seuls les médicaments peuvent réellement traiter le diabète de type 2 ; les changements de mode de vie n'ont pas d'impact significatif.
115,Comment gérer les facteurs de risque génétiques du diabète de type 2 ?,"Gérez les risques génétiques du diabète de type 2 par dépistage régulier et un mode de vie sain (poids, exercice, alimentation, sans tabac/alcool).",On peut modifier ses gènes grâce à des régimes alimentaires spécifiques ou des suppléments.,"Il n'y a rien à faire pour les risques génétiques, donc la gestion n'est pas possible.","Les facteurs génétiques signifient que l'on développera le diabète quoi qu'il arrive, donc les changements de mode de vie sont inutiles."
116,Quels sont les changements les plus importants à apporter au mode de vie d'un diabétique de type 2 ?,"Perte de poids, activité physique régulière et alimentation équilibrée sont clés pour gérer le diabète de type 2.",Il suffit de prendre des médicaments pour contrôler le diabète de type 2.,"Les personnes atteintes de diabète de type 2 doivent éviter tout sucre, y compris les fruits.",Seuls les injections d'insuline sont efficaces pour gérer le diabète de type 2.
117,"Ma mère a subi une insuffisance hépatique complète il n'y a pas très longtemps, et on lui a diagnostiqué un diabète de type II il y a environ 10 ans. L'insuffisance hépatique pourrait-elle avoir été causée par le diabète ?","Oui, le diabète de type 2 peut causer une insuffisance hépatique via l'insulinorésistance, menant à la stéatose ou la cirrhose.","Non, le diabète ne touche que le pancréas et le cœur, pas le foie.","Oui, le diabète surcharge le foie en sucre, ce qui le fait défaillir.","Le diabète ralentit la circulation sanguine, ce qui peut endommager le foie avec le temps."
118,Est-il possible que le diabète de type II soit en réalité un diabè te de type I qui n'a pas été diagnostiqué pendant des décennies ?,"Non, le diabète de type 2 et le type 1 sont distincts. Le type 1 est auto-immun avec manque d'insuline, le type 2 est lié à la résistance à l'insuline et se développe lentement.","Oui, le diabète de type II peut être un type I non détecté depuis longtemps car les symptômes sont similaires.","C'est possible, si le pancréas produisait encore un peu d'insuline pendant des années avant de s'arrêter.","Cela dépend de la gravité; si le diabète de type I est très léger, il peut ressembler au type II au début."
119,Peut-on guérir complètement le diabète de type II ?,"On ne guérit pas du diabète de type 2, mais une rémission durable est possible avec des changements de vie, surtout si on agit tôt.","Oui, on peut guérir le diabète de type 2 en prenant des médicaments tous les jours.",Le diabète de type 2 disparaît tout seul avec le temps si on mange moins de sucre.,On peut guérir le diabète de type 2 avec des remèdes naturels comme des herbes ou des compléments alimentaires.
120,Est-ce que le fait d'être diabétique signifie que je suis plus exposé à d'autres problèmes médicaux ?,"Oui, le diabète mal contrôlé augmente le risque de complications aiguës et chroniques, affectant cœur, reins, yeux, nerfs et plus.","Non, le diabète est juste un problème de glycémie, il n'affecte pas les autres parties du corps.","Peut-être, mais seulement si je mange beaucoup de sucre ou si je suis en surpoids.","Seulement si je prends de l'insuline, car l'insuline a beaucoup d'effets secondaires."
121,À quelle fréquence dois-je mesurer ma glycémie et que dois-je faire si elle est trop élevée ou trop basse ?,"Mesurez la glycémie selon votre type de diabète. En cas d'hypoglycémie, consommez des glucides rapides. En cas d'hyperglycémie, identifiez la cause et consultez votre équipe soignante.","Je peux mesurer ma glycémie une fois par semaine si je me sens bien, et je n'ai rien à faire si elle est un peu haute ou basse.","Je dois toujours mesurer ma glycémie avant chaque repas, et si elle est trop haute, je peux simplement boire beaucoup d'eau pour la faire baisser.","La fréquence de mesure ne dépend pas du type de diabète, et si ma glycémie est trop basse, je dois prendre plus d'insuline."
122,Existe-t-il de nouveaux médicaments que je pourrais utiliser pour gérer mon diabète ?,"De nouveaux médicaments injectables pour le diabète de type 2 sont en développement, améliorant l'insuline, le poids et la glycémie.","Oui, il existe de nouvelles pilules qui peuvent guérir complètement le diabète, il suffit d'en prendre une par jour.",Ils ont développé un nouveau régime alimentaire très strict qui remplace le besoin de médicaments pour le diabète.,Il y a une nouvelle crème à appliquer sur la peau qui fait baisser la glycémie instantanément.
123,Le diabète entraîne-t-il toujours des complications au niveau des membres avec l'âge ?,"Le diabète augmente le risque d'artériopathie des membres inférieurs, mais un bon contrôle de la glycémie peut prévenir ces complications.","Oui, le diabète cause toujours des problèmes de circulation qui nécessitent l'amputation des jambes avec le temps.","Non, les complications des membres ne touchent que les personnes atteintes de diabète de type 1.","Le diabète affaiblit les muscles des jambes, ce qui entraîne des difficultés à marcher avec l'âge."
124,Le diabète provoque-t-il directement ou augmente-t-il le risque d' autres maladies graves ?,"Oui, le diabète augmente le risque de maladies cardiaques, rénales, nerveuses et oculaires en endommageant les vaisseaux sanguins.","Le diabète ne provoque pas de maladies graves, il rend juste les gens plus fatigués.","Le diabète n'affecte que la glycémie, il n'a pas d'impact sur d'autres organes du corps.","Le diabète n'est dangereux que si vous mangez beaucoup de sucre, sinon il n'y a pas de risque de complications."
125,Existe-t-il une prédisposition génétique au diabète ? Ou s'agit-il uniquement d'une question de régime alimentaire ?,"Oui, il y a une prédisposition génétique au diabète de type 2, mais le régime alimentaire et le mode de vie jouent aussi un rôle majeur.","Le diabète est toujours causé par une mauvaise alimentation, la génétique n'y joue aucun rôle.","Seuls les personnes obèses peuvent développer le diabète, donc la génétique est sans importance.","Le diabète est uniquement une maladie héréditaire, la façon dont vous vivez n'a pas d'influence."
126,"Le diabète sera-t-il un jour ""guéri"" ?","Le diabète est chronique, non guérissable mais contrôlable. Perte de poids peut inverser le type 2, mais la maladie persiste.","Oui, la plupart des cas de diabète peuvent être guéris avec des remèdes naturels ou des compléments alimentaires.",Le diabète disparaît généralement de lui-même après quelques années si l'on fait attention à son alimentation.,Il existe déjà un vaccin qui permet de guérir le diabète de type 1.
127,Existe-t-il des remèdes naturels contre le diabète qui se soient révélés prometteurs ? ,"Certaines plantes comme la berbérine, la cannelle ou le curcuma montrent un potentiel pour aider à gérer la glycémie, mais un suivi médical reste essentiel.",Manger beaucoup de sucre peut guérir le diabète en habituant le corps à de grandes quantités.,Le diabète peut être guéri en arrêtant complètement de manger pendant quelques jours.,Boire uniquement de l'eau et des jus de fruits frais peut inverser le diabète.
