id,Question,A,B,C,D
39,Quel est la NÉCESSITÉ D'UNE ROTATION PLUS FRÉQUENTE DES SITES?," La rotation des sites d'injection d'insuline permet d'éviter les contusions, les infections et l’inflammation due à l’injection en même site les dépôts de graisse et les variations d'absorption de l'insuline.",C'est pour éviter que l'insuline ne devienne moins efficace avec le temps.,C'est pour donner un repos aux muscles après l'injection.,C'est pour que le corps ne s'habitue pas trop vite à l'insuline.
40,"Y-A-T-IL des INFORMATIONS SUR LES PROGRÈS RÉALISÉS EN MATIÈRE DE GUÉRISON, DE TRANSPLANTATION, ETC?",La transplantation d'organes et de tissus humains est une forme de traitement qui permet de sauver des vies pour plusieurs maladies et traumatismes graves ; - La transplantation pancréas  est souvent le traitement de choix. ,"Oui, de nouvelles pilules peuvent guérir le diabète en quelques semaines.",On peut guérir le diabète en mangeant certains aliments et en faisant de l'exercice.,La guérison du diabète est imminente grâce à une nouvelle thérapie génique.
41,Y-A-T-IL une POSSIBILITÉ QUE LES ENFANTS SOIENT ATTEINTS DE DIABÈTE héréditaire ?,"Oui Le diabète de type 1 est purement héréditaire, mais le risque de transmission est faible.","Non, le diabète est une maladie qui ne touche que les adultes.","Oui, mais seulement si les deux parents ont le diabète.","Non, le diabète chez les enfants est toujours causé par une mauvaise alimentation."
42,COMMENT AI-JE PU CONTRACTER LE DIABÈTE sans JAMAIS être en SURPOIDS et avec une bonne TENSION ARTÉRIELLE ?,"Le diabète de type 2 est une maladie qui se caractérise par un taux de sucre trop élevé dans le sang. Il peut être causé par plusieurs facteurs, dont certains ne sont pas liés au surpoids ou à la tension artérielle. Par exemple :  - Une prédisposition génétique - Un mode de vie sédentaire  - Une alimentation trop riche en glucides raffinés - Le vieillissement.","Vous avez peut-être mangé trop de sucre d'un coup, ce qui a surchargé votre pancréas et causé le diabète.",Le diabète peut être une maladie contagieuse que vous avez attrapée d'une autre personne.,"C'est probablement lié au stress, le stress chronique peut dérégler votre taux de sucre."
43,QUEL EST LE RISQUE D'ENDOMMAGER DES ORGANES CHEZ une persone diabétique?,"le risque d'endommager des organes chez une personne diabétique est lié à une **hyperglycémie** chronique qui affecte la paroi des **vaisseaux sanguins** et le fonctionnement de plusieurs organes, principalement les **reins**, les **yeux**, le **système nerveux**, le **cœur** et les **artères**  .","C'est surtout un problème de sucre dans le sang qui rend les gens fatigués, mais ça n'abîme pas vraiment les organes.","Le diabète endommage les organes principalement parce que le corps ne peut plus produire suffisamment d'insuline, ce qui entraîne une mauvaise digestion.","Le risque est surtout lié au surpoids, le diabète en lui-même ne cause pas directement de dommages aux organes."
44,EST CE QUE LA VUE SE DÉTÉRIORE PLUS RAPIDEMENT EN CAS DE DIABÈTE?,"Oui,  car le diabète peut endommager la rétine, le cristallin, l'iris et la pression interne de l'œil. La rétinopathie diabétique est la complication du diabète la plus fréquente au niveau des yeux . Elle se développe en silence et peut progressivement entraîner une perte de la vue. Il est donc important de contrôler sa glycémie et de faire un examen du fond d'œil régulièrement et consulter le médecin traitant en cas de problème de vue.","Non, la vue ne se détériore pas plus rapidement en cas de diabète ; c'est un mythe.","Non, la détérioration de la vue est due au vieillissement normal, pas au diabète.","Oui, mais seulement si vous ne portez pas de lunettes adaptées à votre vue."
45,EST-CE QUE TOUS LES PATIENTS diabétiques de TYPE 2 FINIRONT PAR PASSER À L'INSULINE?,"Non, tous les patients diabétiques de type 2 ne finiront pas par passer à l'insuline. Certains peuvent contrôler leur glycémie avec une alimentation saine et de l'exercice, et avec des médicaments antidiabétiques oraux. Cependant, le diabète est une maladie qui évolue et il se peut que le corps nécessite éventuellement des injections d'insuline pour palier sa diminution de production par le pancréas. L'insulinothérapie devient nécessaire lorsque l'hémoglobine glyquée reste supérieure à 8 % malgré les autres traitements   ou dans certaines circonstances particulières.","Oui, c'est une maladie progressive et l'insuline est toujours la dernière étape du traitement.",Seulement si leur diabète est très grave et qu'ils ne suivent pas les conseils du médecin.,"Cela dépend de leur âge, les personnes plus âgées auront certainement besoin d'insuline."
46,Que faire contre les infections de la peau chez le diabétique ?,"Les infections de la peau chez le diabétique sont favorisées par l'hyperglycémie chronique qui affaiblit les défenses immunitaires. Pour les prévenir, il faut respecter les règles d'hygiène de base, contrôler sa glycémie et se faire vacciner contre certaines maladies infectieuses plus rotation des sites d injection . Pour les traiter, il faut consulter un médecin qui prescrira des antibiotiques adaptés à la bactérie responsable de l'infection    .",Utiliser des crèmes hydratantes spéciales pour diabétiques suffit à les prévenir et à les traiter.,Il faut percer les infections de la peau pour évacuer le pus et accélérer la guérison.,Boire beaucoup d'eau et manger moins de sucre résoudra le problème des infections cutanées.
47,"LE DIABÈTE DE TYPE II PEUT-IL ÊTRE ""GUÉRI"" OU SEULEMENT PRIS EN CHARGE?","Non , il faut vivre avec .","Oui, en mangeant beaucoup moins de sucre, on peut s'en débarrasser complètement.",C'est une maladie temporaire qui disparaît avec l'âge si on fait attention.,On peut l'inverser définitivement avec certains suppléments naturels ou régimes extrêmes.
48,QUEL EST L'IMPACT D'UNE AUTRE MALADIE SUR UNE PERSONNE ATTEINTE DE DIABÈTE?,"L'impact d'une autre maladie sur une personne atteinte de diabète dépend du type et de la gravité de la maladie, ainsi que du niveau de contrôle du diabète. Une autre maladie peut aggraver le diabète telle que les infections bactériennes. Il est donc important de surveiller régulièrement sa glycémie et de consulter son médecin en cas de maladie concomitante au diabète.","Une autre maladie n'a aucun impact sur le diabète, car elles sont indépendantes l'une de l'autre.",Toute autre maladie rendra automatiquement le diabète beaucoup plus facile à gérer.,"Avoir une autre maladie protège une personne atteinte de diabète, car le corps se concentre sur la nouvelle maladie."
49,POURQUOI JE CONTINUE À ALLER AUX TOILETTES TOUTES LES HEURES POURQUOI JE SUIS TOUJOURS FATIGUÉE?,"Il y a plusieurs causes possibles pour avoir envie d'aller aux toilettes toutes les heures et se sentir toujours fatigué. Voici une liste de plusieurs causes : - **infection urinaire** ou une **cystite ;- **diabète ;- **maladie de prostate ;- **syndrome de la vessie irritable**, qui provoque une inflammation chronique de la vessie et une sensation de besoin urgent d'uriner. Vous pouvez aussi avoir des douleurs au niveau du bas-ventre ou pendant les rapports sexuels. - Vous pouvez avoir une **maladie neurologique** comme la sclérose en plaques, qui affecte le contrôle nerveux de la vessie et entraîne des troubles urinaires - Vous pouvez avoir une **consommation excessive de liquides**, surtout le soir ou des boissons diurétiques comme le thé, le café ou l'alcool. Cela peut augmenter le volume d'urine et la fréquence des mictions . - Vous pouvez avoir du **stress** ou de l'**anxiété**, qui peuvent stimuler la vessie et provoquer des envies fréquentes d'uriner. Cela peut aussi affecter votre sommeil et votre énergie . - Vous pouvez être **enceinte** si vous êtes une femme, ce qui peut augmenter la pression sur la vessie et réduire son volume. Cela peut aussi entraîner une fatigue plus importante.  Si vous avez envie d'uriner trop souvent, il est conseillé de consulter votre médecin traitant pour identifier la cause et vous proposer un traitement adapté .",Vous avez probablement bu trop d'eau avant de dormir.,C'est juste le signe que vous êtes très stressé en ce moment.,C'est normal d'avoir ces symptômes avec l'âge.
50,Le diabète SERA-T-IL TRANSMIS À MES ENFANTS ?,Le profil génétique joue un rôle important dans transmission.,"Le diabète est comme un rhume, il peut se transmettre par contact étroit.","Le diabète est provoqué par la consommation excessive de sucre, donc si les parents mangent trop de sucre, les enfants l'auront aussi.","Le diabète est une maladie des personnes âgées, donc les enfants ne peuvent pas l'attraper."
51,DANS QUELLE MESURE EST-CE QUE JE GÈRE BIEN MON DIABÈTE ? ,"Pour gérer votre diabète, vous devez :  - Prendre de l'insuline ou des médicaments selon la prescription de votre médecin  - Surveiller régulièrement votre taux de sucre sanguin  - Avoir une alimentation saine et équilibrée   - Faire de l'activité physique régulièrement   - Contrôler votre tension artérielle et votre cholestérol - Arrêter de fumer si vous êtes fumeur - Vérifier l'état de vos pieds",Vous gérez bien votre diabète si vous ne mangez jamais de sucre.,Vous gérez bien votre diabète si vous ne vous sentez pas malade.,Vous gérez bien votre diabète si vous évitez les glucides à tout prix.
52,LE DIABÈTE A-T-IL UNE DURÉE DE VIE ?,"Non, cest une maladie chronique avec un traitement a vie.","Oui, le diabète disparaît après quelques années si vous suivez un régime strict.","Oui, le diabète peut être guéri avec des médicaments forts pendant un certain temps.","Oui, le diabète a une ""durée"" de quelques années, puis il devient moins grave."
53,A QUELLE FRÉQUENCE DOIS-JE MESURER MA GLYCÉMIE ?,"La fréquence à laquelle vous devez mesurer votre glycémie dépend de votre type de diabète et de votre traitement. Voici quelques recommandations générales :  -Avant et apres repas trois repas par jr. Il est conseillé d’effectuer des contrôles supplémentaires avant de conduire, avant et après des efforts physiques intenses ou imprévus, dans des circonstances de repas ou d’activités inhabituelles, en cas de suspicion de malaise hypoglycémique, en cas d’infection…  Vous pouvez aussi consulter votre médecin pour déterminer avec lui les modalités d'autosurveillance de la glycémie adaptées à votre situation.","Une fois par semaine suffit, car le diabète ne change pas beaucoup d'un jour à l'autre.","Il n'est pas nécessaire de mesurer sa glycémie si l'on se sent bien, seul un médecin peut le faire avec un test sanguin.","Je dois mesurer ma glycémie toujours à la même heure chaque jour, indépendamment des repas ou des activités."
54,"LORSQUE MON TAUX DE GLYCÉMIE EST ÉLEVÉ, DOIS-JE PRENDRE DE L'INSULINE POUR LE FAIRE BAISSER ?","Lorsque votre taux de glycémie est élevé, vous devez prendre de l'insuline pour le faire baisser si vous êtes diabétique de type 1 ou si votre médecin vous l'a prescrit. L'insuline permet au glucose de pénétrer dans les cellules et de réduire le taux de sucre dans le sang . Si vous n'êtes pas diabétique ou si vous n'avez pas besoin d'insuline, vous pouvez faire baisser votre taux de glycémie en adoptant une alimentation saine, en faisant de l'exercice physique et en évitant le stress .",Vous devriez boire beaucoup d'eau sucrée pour équilibrer le sucre dans votre sang.,Il suffit de manger moins pour que votre taux de glycémie redescende tout seul.,Prendre une pilule pour le cœur aidera à faire baisser votre taux de sucre.
55,LE SUCRE EST-IL STRICTEMENT INTERDIT OU AUTORISÉ AVEC MODÉRATION ? ,"Le sucre n'est pas strictement interdit pour les personnes diabétiques, mais il doit être consommé avec modération et en choisissant des sucres à faible indice glycémique . Les sucres ajoutés sont à limiter car ils augmentent le taux de sucre dans le sang  et n'apportent pas de nutriments essentiels .",Le sucre est complètement interdit pour les diabétiques pour éviter toute augmentation du taux de sucre.,Les diabétiques peuvent manger autant de sucre qu'ils le souhaitent tant qu'ils prennent leurs médicaments à temps.,"Seuls les sucres naturels comme le miel et les fruits sont autorisés, le sucre blanc est strictement interdit."
56,comment COMPRENDRE L'APPORT EN GLUCIDES PAR RAPPORT À la dose d'INSULINE ?,"Pour comprendre l'apport en glucides par rapport à la dose d'insuline, il faut connaître le **ratio insuline/glucides** qui correspond à la quantité de glucides  qu'une unité d'insuline à action rapide permet aux cellules du corps de consommer. Ce ratio peut varier selon les personnes et les moments de la journée. Il faut aussi mesurer sa **glycémie à jeun** chaque jour et adapter sa dose d'insuline en fonction de son objectif cible de glycémie. Cette procédure s'appelle l'**adaptation posologique** ou **titration** de la dose d'insuline .","Il faut simplement prendre la même quantité d'insuline chaque jour, quel que soit ce que l'on mange.",Il suffit de sentir si on a besoin de plus d'insuline après un repas en fonction de comment on se sent.,Le nombre de glucides n'a pas vraiment d'importance tant qu'on fait de l'exercice régulièrement.
57,POURQUOI CERTAINS PATIENTS diabétiques DOIVENT-ILS ÊTRE AMPUTÉS ?,"Certains patients diabétiques doivent être amputés parce qu'ils ont des complications qui réduisent le flux sanguin ou la sensibilité dans leurs membres inférieurs . Cela peut entraîner des plaies ou des ulcères qui ne guérissent pas et qui peuvent s'infecter ou se nécroser. Si l'infection ne peut pas être arrêtée ou les dommages réparés, l'amputation peut être nécessaire.","C'est parce que le sucre dans le sang ronge les os et les muscles, les rendant trop faibles pour soutenir le corps.",C'est un effet secondaire de certains médicaments contre le diabète qui peuvent endommager les tissus.,C'est la seule façon d'arrêter le diabète de se propager dans tout le corps.
58,J'AIMERAIS SAVOIR LES CHOSES À FAIRE ET À NE PAS FAIRE DANS LE DOMAINE DE L'ALIMENTATION chez un diabétique?,"L'alimentation pour les diabétiques doit être **équilibrée**, **riche en fibres**, **antioxydants** et **acides gras oméga-3**. Il faut prendre **trois repas réguliers** par jour et éviter de sauter des repas. Parmi les aliments recommandés, on trouve les **lentilles**, les **grains entiers**, les **légumes verts feuillus**, les **haricots**, les **noix**, les **graines de lin**, le **saumon sauvage**, les **oranges**, les **myrtilles** et les **tomates**. Il faut limiter la consommation de produits **sucrés**, **salés** et **gras**. Il n'y a pas d'aliments interdits, mais il faut respecter les portions et la répartition des glucides .","Les diabétiques ne devraient manger que des aliments faibles en sucre, même si cela signifie éliminer des groupes alimentaires entiers.",Il est préférable pour les diabétiques de manger un ou deux gros repas par jour pour contrôler leur glycémie.,"Manger beaucoup de fruits est toujours bon pour les diabétiques, peu importe le type ou la quantité."
59,QUELLES SONT LES PARTIES DE MON CORPS OÙ JE PEUX ME FAIRE DES INJECTIONS?,"les parties du corps où on peut se faire des injections sont **le bras, la cuisse ou le ventre** . Il faut choisir des zones où il y a de la graisse sous la peau.","N'importe où, tant que l'aiguille entre.","Seulement dans les veines, comme pour les prises de sang.","Uniquement dans le muscle, pour que le médicament agisse vite."
60,QUELLES SONTLES COMPLICATIONS QUE LE DIABÈTE PEUT ENTRAÎNER ?,-Rétinopathie diabétique ;-Néphropathie diabétique ;-Maladies cardiovasculaires ;-Neuropathie diabétique ;-Hypertension artérielle ;-Syndrome coronarien aigu ;,Le diabète peut causer des maux de tête constants et vous faire perdre du poids rapidement.,Le diabète provoque toujours des éruptions cutanées et rend vos cheveux gris prématurément.,Le diabète affaiblit vos os et cause de l'arthrite sévère.
61,Dans quelles circonstances les diabétiques doivent-ils se faire une injection d'insuline ?,"Les diabétiques doivent se faire une injection d'insuline quand leur glycémie est trop élevée. Cela peut être le cas des diabétiques de type 1, qui sont insulino-dépendants,. Il existe différents types d'insuline et de schémas d'injection selon les besoins et le mode de vie de chaque personne.","Les diabétiques doivent se faire une injection d'insuline tous les matins à jeun, quelle que soit leur glycémie.",Les diabétiques doivent se faire une injection d'insuline uniquement s'ils ont mangé beaucoup de sucre dans la journée.,Les diabétiques doivent se faire une injection d'insuline seulement s'ils se sentent fatigués ou faibles.
62,"Le diabète est-il une maladie que l'on peut vaincre ou, lorsqu'une personne en est atteinte, l'est-elle pour la vie ?","Le diabète est une maladie chronique qui ne se guérit pas, mais que l’on peut traiter et contrôler . Il existe différents types de diabète, dont le plus fréquent est le diabète de type 2. ",Le diabète de type 2 peut être complètement guéri avec un régime alimentaire strict et de l'exercice.,Le diabète est seulement temporaire et disparaît généralement avec l'âge.,Le diabète de type 1 peut être guéri avec des traitements à base de plantes.
63,Quel type de régime spécial une personne atteinte de diabète doit-elle suivre et y a-t-il des aliments qu'elle ne peut pas consommer du tout ?,"Une personne atteinte de diabète doit suivre une alimentation équilibrée, variée et adaptée à ses besoins. Elle doit privilégier les aliments à index glycémique bas, riches en fibres et en bonnes graisses, et limiter la consommation de produits sucrés, salés et gras. Il n'y a pas d'aliments interdits, mais certains sont à éviter ou à consommer avec modération, comme le sucre ajouté, les boissons sucrées, les viennoiseries, les charcuteries, les fritures, etc. Le but est de maintenir une glycémie stable et de prévenir les complications du diabète    .","Un régime sans sucre strict est obligatoire, et ils ne peuvent absolument rien manger qui en contienne, même naturellement.","Ils doivent manger principalement des protéines maigres et éviter tous les glucides, y compris les fruits et les légumes.","Il faut suivre un régime alimentaire précis et identique pour tous les diabétiques, en éliminant complètement les graisses."
64,Dans quelles circonstances un régime cétogène constitue-t-il un traitement efficace CHEZ LE diabétique ?,Déconseiller pour les diabétiques.,"Quand cela aide à perdre du poids rapidement, ce qui est bon pour le diabète.",Lorsque le diabétique veut réduire sa dépendance aux médicaments.,Si le diabétique a du mal à contrôler sa glycémie avec d'autres régimes.
65,Quels sont les premiers symptômes du diabète ?,"Les premiers symptômes du diabète peuvent inclure : **fatigue**, **soif intense**, **envie d'uriner fréquente**, **perte de poids**, **vision trouble**, **cicatrisation lente** et **infections récurrentes**   .","De la fièvre et des frissons, comme lors d'une grippe.",Des douleurs musculaires et articulaires généralisées.,Des étourdissements et des nausées après les repas.
66,Comment peut-on contracter le diabète si tard dans la vie ? Manger beaucoup de sucreries provoque-t-il le diabète ?,"On peut contracter le diabète si tard dans la vie à cause de plusieurs facteurs, notamment la **prédisposition génétique**, le **mode de vie** , certaines **maladies**  ou des **événements fortuits**   .  Manger beaucoup de sucreries ne provoque pas directement le diabète, mais peut contribuer à l'**augmentation du taux de glucose dans le sang**, ce qui peut entraîner une **résistance à l'insuline** et favoriser le développement du diabète de type 2.",Le diabète tardif est causé par le stress et le manque de sommeil qui épuisent le corps.,"Le diabète tardif arrive simplement avec l'âge, c'est une partie normale du vieillissement.","Manger trop de glucides, pas seulement les sucreries, est la seule cause du diabète."
67,"Outre les bonbons et autres aliments riches en sucre, quels sont les aliments que les diabétiques doivent éviter ?","Outre les bonbons et autres aliments riches en sucre, les diabétiques doivent éviter les aliments à index glycémique élevé, comme le **pain blanc**, le **riz blanc**, les **pâtes blanches**, les **céréales raffinées** et les **fruits au sirop**  . Ils doivent également limiter les aliments riches en graisses saturées, comme la **charcuterie**, le **fromage**, le **beurre** et les **viandes grasses** .","Les légumes verts à feuilles, car ils sont très sucrés.","L'eau, car elle dilue l'insuline dans le sang.","Les aliments sans sucre ajouté, car ils contiennent des édulcorants artificiels dangereux."
68,Sur quelle partie du corps les diabétiques s'injectent-ils de l'insuline ?,"Les diabétiques s'injectent de l'insuline sous la peau, à l'aide d'un stylo, d'une seringue ou d'une pompe à insuline. Ils peuvent varier les points d'injection entre différentes régions du corps, comme le ventre, les cuisses, le haut du bras ou les fesses.",Les diabétiques s'injectent de l'insuline directement dans leurs veines pour qu'elle agisse plus vite.,L'insuline se prend par la bouche car c'est moins douloureux qu'une injection.,L'insuline est un médicament qui s'applique sur la peau comme une crème.
69,Le cholestérol joue-t-il un rôle dans le diagnostic du diabète ?,"Le cholestérol joue un rôle dans le diagnostic du diabète car il est un facteur de risque cardiovasculaire qui peut aggraver les complications du diabète. Le cholestérol LDL, aussi appelé mauvais cholestérol, doit être inférieur à 1,3 g/l chez les personnes diabétiques. Le cholestérol HDL, aussi appelé bon cholestérol, doit être supérieur à 0,35 g/l car il protège des maladies cardiovasculaires. Le taux de cholestérol sanguin est mesuré par une prise de sang à jeun.","Le cholestérol est le principal responsable du diabète, donc son taux élevé confirme le diagnostic.","Le cholestérol n'a aucun lien avec le diabète, ce sont deux maladies complètement différentes.","Le taux de cholestérol élevé signifie que le corps produit trop d'insuline, ce qui est un signe de diabète."
70,"Qu'est-ce qui, dans l'obésité, rend plus vulnérable au diabète de type 2 ? ","L'obésité, surtout abdominale, augmente le risque de diabète de type 2 car elle entraîne une **résistance à l'insuline**, c'est-à-dire une diminution de l'efficacité de l'hormone qui régule le taux de glucose dans le sang .","L'excès de poids force le pancréas à produire trop de sucre, ce qui cause le diabète.","Les cellules graisseuses absorbent tout le sucre, et il n'en reste pas assez pour le corps, provoquant le diabète.","L'obésité ralentit la circulation sanguine, ce qui empêche le corps de bien utiliser le sucre."
71,Dans quelle mesure devrez-vous modifier votre mode de vie pour faire face au diabète ?,"Pour faire face au diabète, il faut modifier son mode de vie en adoptant une alimentation saine et équilibrée, en pratiquant une activité physique régulière, en arrêtant de fumer si on est fumeur et alcool, et en respectant son traitement médicamenteux  . Ces changements peuvent aider à normaliser le taux de sucre dans le sang et à prévenir les complications du diabète.","On peut continuer à manger et boire ce qu'on veut, tant qu'on prend ses médicaments.",Le seul changement nécessaire est de prendre des injections d'insuline chaque jour.,Le diabète n'est pas une maladie grave et ne nécessite pas de changements importants dans le mode de vie.
72,Un changement de régime alimentaire peut-il empêcher l'apparition du diabète chez une personne génétiquement prédisposée à le contracter ?,"Un changement de régime alimentaire peut **réduire** le risque de diabète chez une personne génétiquement prédisposée à le contracter, mais pas forcément l'empêcher . Il n'existe pas de régime anti-diabète, mais certaines pratiques alimentaires sont bénéfiques pour la santé et l'équilibre du diabète . Il est également important de pratiquer une activité physique régulière adaptée.","Oui, si l'on supprime tout le sucre de son alimentation, le diabète ne se développera pas.","Non, la génétique est le seul facteur déterminant et le régime alimentaire n'a aucune influence.","Le diabète ne peut être prévenu que par des médicaments, pas par un changement de régime alimentaire."
73,Quel rôle joue l'augmentation de la masse grasse dans l'augmentation du risque de diabète ?,"L'augmentation de la masse grasse, surtout dans la région abdominale, entraîne une **insulinorésistance**, c'est-à-dire une diminution de l'effet de l'insuline sur les cellules. L'insuline est l'hormone qui régule le taux de glucose dans le sang. Quand l'insuline n'agit plus correctement, le glucose s'accumule dans le sang et provoque une **hyperglycémie**, qui est le signe du **diabète**  . La masse grasse libère aussi des hormones et des molécules inflammatoires qui perturbent le fonctionnement du pancréas, l'organe qui produit l'insuline .","L'augmentation de la masse grasse ralentit la digestion, ce qui fait que le sucre reste plus longtemps dans le sang et augmente le risque de diabète.","Avoir plus de graisse rend le corps moins efficace pour brûler les calories, ce qui force le pancréas à produire trop d'insuline et l'épuise.","La graisse bloque la circulation sanguine, ce qui empêche le sucre d'atteindre les muscles pour être utilisé et le fait s'accumuler dans le sang."
74,Quel est le poids moyen d'une personne chez qui on a diagnostiqué un diabète de type 2 ?,"Le poids moyen d'une personne chez qui on a diagnostiqué un diabète de type 2 n'est pas facile à déterminer car il dépend de nombreux facteurs comme l'âge, le sexe, la taille, l'activité physique, etc. Cependant, on sait que l'obésité abdominale  est un facteur de risque important du diabète de type 2. Il est donc recommandé aux personnes diabétiques de type 2 de perdre du poids si leur indice de masse corporelle  est supérieur à 25. Une perte de poids de 5 à 10 % du poids initial peut avoir un impact positif sur la glycémie. Pour cela, il faut adopter une alimentation équilibrée, pauvre en sucres ajoutés et en graisses saturées, et riche en fibres, en légumes, en fruits et en aliments à indice glycémique bas. Il faut aussi pratiquer une activité physique régulière.","Les personnes atteintes de diabète de type 2 sont toujours en surpoids ou obèses, donc leur poids moyen est très élevé.","Le poids moyen est difficile à déterminer, mais il est probablement similaire à celui de la population générale.","Les personnes atteintes de diabète de type 2 sont souvent maigres, car leur corps ne peut pas stocker les graisses correctement, donc leur poids moyen est bas."
75,Quels types d'aliments les personnes atteintes de diabète de type 2 doivent-elles éviter ?,"Les personnes atteintes de diabète de type 2 doivent éviter les aliments riches en **sucres ajoutés**, en **acides gras saturés** et en **farine blanche** . Ces aliments augmentent la glycémie et le risque de maladies cardiovasculaires.",Les personnes atteintes de diabète de type 2 doivent éviter tous les fruits car ils contiennent beaucoup de sucre naturel.,"Les personnes atteintes de diabète de type 2 doivent éviter de manger des légumes féculents comme les pommes de terre, car ils sont mauvais pour la glycémie.","Les personnes atteintes de diabète de type 2 doivent éviter de manger des protéines comme la viande et les œufs, car cela peut affecter leur glycémie."
76,Quelles sont les mesures préventives à prendre si votre famille est connue pour être atteinte de diabète ?,"Les mesures préventives à prendre si votre famille est connue pour être atteinte de diabète sont :  - Avoir une alimentation saine et équilibrée, riche en fibres et pauvre en graisses saturées  . - Pratiquer une activité physique régulière, au moins 30 minutes par jour  . - Maintenir un poids normal et éviter le surpoids et l'obésité . - Contrôler régulièrement sa glycémie et consulter un médecin en cas de symptômes du diabète .",Boire des sodas sans sucre au lieu des sodas normaux suffit à prévenir le diabète.,Se faire vacciner contre le diabète permet d'éviter complètement la maladie.,Manger beaucoup de fruits et légumes sans se soucier du reste de l'alimentation protège du diabète.
77,"Si je contracte le diabète, est-il vrai que je peux le combattre par un excellent régime alimentaire au lieu de prendre des médicaments ?","Le diabète est une maladie chronique qui se caractérise par un excès de sucre dans le sang . Il existe deux types principaux de diabète : le type 1, qui nécessite des injections d'insuline pour réguler la glycémie, et le type 2, qui peut être traité par des médicaments oraux et/ou des modifications du mode de vie.  Un régime alimentaire équilibré et adapté au diabète est essentiel pour prévenir ou retarder les complications du diabète, telles que les maladies cardiovasculaires, les lésions nerveuses ou rénales, ou la cécité . Il ne s'agit pas d'un régime restrictif, mais d'une alimentation variée, riche en fibres, en fruits et légumes, en poissons, en produits laitiers et en féculents à index glycémique bas , et pauvre en graisses saturées, en sel et en sucre ajouté  .  Un régime alimentaire seul ne suffit pas à combattre le diabète de type 2. Il doit être associé à une activité physique régulière, à un contrôle de la glycémie et à un suivi médical. Les médicaments antidiabétiques sont souvent nécessaires pour aider à maintenir la glycémie dans la normale et éviter les hypoglycémies  ou les hyperglycémies . Le traitement du diabète doit être personnalisé en fonction des besoins et des objectifs de chaque patient.","Oui, un régime alimentaire strict peut guérir complètement le diabète, rendant les médicaments inutiles.",Un bon régime alimentaire peut remplacer l'insuline pour le diabète de type 1.,Seuls les glucides sont importants à contrôler dans l'alimentation pour gérer le diabète.
78,"Une intervention chirurgicale peut-elle être pratiquée pour ""réparer"" la cause du diabète ?","Une intervention chirurgicale peut être pratiquée pour ""réparer"" la cause du diabète dans certains cas, mais pas dans tous. Le diabète est une maladie qui se caractérise par un taux de sucre  trop élevé dans le sang.. Une intervention chirurgicale possible pour ""réparer"" la cause du diabète  est la greffe de cellules pancréatiques ou d'îlots de Langerhans, qui sont les structures qui contiennent les cellules productrices d'insuline. Cette greffe peut être réalisée à partir d'un donneur décédé ou d'un donneur vivant. Cependant, cette intervention est encore expérimentale et comporte des risques de rejet et d'effets secondaires liés aux médicaments immunosuppresseurs.  ","Oui, on peut enlever la partie du pancréas qui ne marche pas bien pour guérir le diabète.","Non, le diabète est causé par le sucre et la chirurgie ne peut pas changer ça.","Oui, on peut opérer le foie car c'est lui qui contrôle le sucre dans le sang."
79,Existe-t-il un symptôme ou un groupe de symptômes qu'une personne peut ressentir très tôt et qui annonce l'apparition d'un diabète ?,"Il existe plusieurs symptômes qui peuvent indiquer un diabète, tels que la **fatigue**, la **soif intense**, le **besoin d'uriner plus souvent**, la **perte de poids involontaire**, la **vision floue** ou les **infections fréquentes**   . Ces symptômes peuvent apparaître soudainement ou progressivement selon le type de diabète . Le diagnostic du diabète se fait par une prise de sang qui mesure le taux de sucre dans le sang .","Non, le diabète n'a aucun symptôme au début, on le découvre toujours par hasard lors d'un examen de routine.","Oui, le seul signe précoce du diabète est une sensation de froid intense et des tremblements inexplicables.","Oui, un goût métallique persistant dans la bouche est un signe sûr de l'apparition du diabète."
80,"Comment l'entretien quotidien, les contrôles sanguins et l'administration de médicaments ont-ils changé au cours des dix dernières années pour les diabétiques ?","L'entretien quotidien, les contrôles sanguins et l'administration de médicaments ont changé au cours des dix dernières années pour les diabétiques grâce aux progrès technologiques et aux nouvelles recommandations. Par exemple :  - Les diabétiques peuvent utiliser des dispositifs portables comme les pompes à insuline, les capteurs de glucose ou les stylos injecteurs pour faciliter l'administration de l'insuline et le contrôle de la glycémie. - Les diabétiques peuvent bénéficier de produits sanguins labiles  comme le plasma frais congelé  en cas de complications liées au diabète, comme l'acidocétose ou le syndrome hyperosmolaire. - Les diabétiques doivent suivre des normes d'exercice pour l'administration sécuritaire des médicaments, qui comprennent l'évaluation clinique, l'intervention clinique et la continuité des soins.",Les diabétiques n'ont plus besoin de vérifier leur glycémie aussi souvent grâce à de nouveaux médicaments.,"Les médicaments pour le diabète sont maintenant tous sous forme de pilules, donc les injections ne sont plus nécessaires.",Les diabétiques peuvent maintenant manger tout ce qu'ils veulent tant qu'ils prennent leurs médicaments.
